album_type,album_id,album_name,release_date,artist_name,artist_uri,artist_genres,album_popularity,duration_ms,explicit,href,track_id,track_name,preview_url,track_number,uri,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,time_signature
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,349560,False,https://api.spotify.com/v1/tracks/5d5LMhas3bWRImUfMyWfEm,5d5LMhas3bWRImUfMyWfEm,From Now On,https://p.scdn.co/mp3-preview/674f508929f49d85db71a1eb5f7a852ad26adf62?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:5d5LMhas3bWRImUfMyWfEm,12,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,https://api.spotify.com/v1/tracks/5d5LMhas3bWRImUfMyWfEm,https://api.spotify.com/v1/audio-analysis/5d5LMhas3bWRImUfMyWfEm,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,235599,False,https://api.spotify.com/v1/tracks/1sOsMs81pG6vPcMTLLziIZ,1sOsMs81pG6vPcMTLLziIZ,Asi Soy - Mexico Version,https://p.scdn.co/mp3-preview/7571ab076b5694c91651fce92bdcf80f6a7612ba?cid=705aa8fce6fc4c508bab06c543baa528,12,spotify:track:1sOsMs81pG6vPcMTLLziIZ,7,0.395,0.681,2,-7.712,1,0.046,0.0324,0.0,0.0878,0.182,95.943,https://api.spotify.com/v1/tracks/1sOsMs81pG6vPcMTLLziIZ,https://api.spotify.com/v1/audio-analysis/1sOsMs81pG6vPcMTLLziIZ,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,302146,False,https://api.spotify.com/v1/tracks/71yBm6ucxoNpvIx7oxj4Ys,71yBm6ucxoNpvIx7oxj4Ys,The Greatest Show,https://p.scdn.co/mp3-preview/a552ea2d2e4fa9e0429e3d5f4b15d6267d4aaf8e?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:71yBm6ucxoNpvIx7oxj4Ys,5,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,https://api.spotify.com/v1/tracks/71yBm6ucxoNpvIx7oxj4Ys,https://api.spotify.com/v1/audio-analysis/71yBm6ucxoNpvIx7oxj4Ys,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,269453,False,https://api.spotify.com/v1/tracks/2uevlhj8PmswN5ox40nk2H,2uevlhj8PmswN5ox40nk2H,A Million Dreams,https://p.scdn.co/mp3-preview/e44d17b8f828c6e7e1875f4b29dde899dd6f66d4?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:2uevlhj8PmswN5ox40nk2H,3,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,https://api.spotify.com/v1/tracks/2uevlhj8PmswN5ox40nk2H,https://api.spotify.com/v1/audio-analysis/2uevlhj8PmswN5ox40nk2H,3
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,60453,False,https://api.spotify.com/v1/tracks/3XSILiOERhhzIKkFZ4G8a1,3XSILiOERhhzIKkFZ4G8a1,A Million Dreams (Reprise),https://p.scdn.co/mp3-preview/1f475e722fa38c51b3f8728e51aa15365f14e60f?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:3XSILiOERhhzIKkFZ4G8a1,1,0.253,0.139,6,-17.067,1,0.0414,0.726,5.01e-05,0.269,0.102,74.369,https://api.spotify.com/v1/tracks/3XSILiOERhhzIKkFZ4G8a1,https://api.spotify.com/v1/audio-analysis/3XSILiOERhhzIKkFZ4G8a1,3
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,225933,False,https://api.spotify.com/v1/tracks/7hKWwXe3dahRqszWZG0SJu,7hKWwXe3dahRqszWZG0SJu,Come Alive,https://p.scdn.co/mp3-preview/76495f97b0acf35abf5d6ef7d6881800473fb98b?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:7hKWwXe3dahRqszWZG0SJu,3,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,https://api.spotify.com/v1/tracks/7hKWwXe3dahRqszWZG0SJu,https://api.spotify.com/v1/audio-analysis/7hKWwXe3dahRqszWZG0SJu,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,214373,False,https://api.spotify.com/v1/tracks/7ar0Swy6yn5ssahPBX2nkG,7ar0Swy6yn5ssahPBX2nkG,The Other Side,https://p.scdn.co/mp3-preview/9de3aed975d874b924f75c9749e5417bdc68c4a4?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:7ar0Swy6yn5ssahPBX2nkG,5,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,https://api.spotify.com/v1/tracks/7ar0Swy6yn5ssahPBX2nkG,https://api.spotify.com/v1/audio-analysis/7ar0Swy6yn5ssahPBX2nkG,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,207786,False,https://api.spotify.com/v1/tracks/0kWE9Mz9MzGXNLdfaAAh6S,0kWE9Mz9MzGXNLdfaAAh6S,Never Enough,https://p.scdn.co/mp3-preview/93551f3483e2f2d6d942828b24b3371d345942bc?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:0kWE9Mz9MzGXNLdfaAAh6S,4,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,https://api.spotify.com/v1/tracks/0kWE9Mz9MzGXNLdfaAAh6S,https://api.spotify.com/v1/audio-analysis/0kWE9Mz9MzGXNLdfaAAh6S,3
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,234706,False,https://api.spotify.com/v1/tracks/6FJSOS0R2bgBFZfy35bN5j,6FJSOS0R2bgBFZfy35bN5j,This Is Me,https://p.scdn.co/mp3-preview/4e3a8d43df85b32a1d056f2c3e6c745d6da46359?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:6FJSOS0R2bgBFZfy35bN5j,3,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,https://api.spotify.com/v1/tracks/6FJSOS0R2bgBFZfy35bN5j,https://api.spotify.com/v1/audio-analysis/6FJSOS0R2bgBFZfy35bN5j,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,217440,False,https://api.spotify.com/v1/tracks/5UeZmjxAeq51JCXrQOKRY5,5UeZmjxAeq51JCXrQOKRY5,Rewrite The Stars,https://p.scdn.co/mp3-preview/fa020bdce61bb930040ae090510598b1daec2062?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:5UeZmjxAeq51JCXrQOKRY5,3,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,https://api.spotify.com/v1/tracks/5UeZmjxAeq51JCXrQOKRY5,https://api.spotify.com/v1/audio-analysis/5UeZmjxAeq51JCXrQOKRY5,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,234360,False,https://api.spotify.com/v1/tracks/2JhosnlBozUmaa2wvsbH9x,2JhosnlBozUmaa2wvsbH9x,Tightrope,https://p.scdn.co/mp3-preview/b00b3aa53ae0a27059c71a67ff78c09abb1ae601?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:2JhosnlBozUmaa2wvsbH9x,3,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,https://api.spotify.com/v1/tracks/2JhosnlBozUmaa2wvsbH9x,https://api.spotify.com/v1/audio-analysis/2JhosnlBozUmaa2wvsbH9x,3
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,80293,False,https://api.spotify.com/v1/tracks/51XfShcdVF2lSgPGiQS4Kq,51XfShcdVF2lSgPGiQS4Kq,Never Enough (Reprise),https://p.scdn.co/mp3-preview/6a0043531d277a78b76c0105cf5232dd51c15430?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:51XfShcdVF2lSgPGiQS4Kq,1,0.382,0.0541,9,-19.376,1,0.03,0.889,2.88e-06,0.0832,0.133,82.486,https://api.spotify.com/v1/tracks/51XfShcdVF2lSgPGiQS4Kq,https://api.spotify.com/v1/audio-analysis/51XfShcdVF2lSgPGiQS4Kq,4
compilation,3jv5xtSwOOZNCKqDD2IdQ4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,11,349560,False,https://api.spotify.com/v1/tracks/2MUwM6lOwmzM8SD3FNKDOp,2MUwM6lOwmzM8SD3FNKDOp,From Now On,https://p.scdn.co/mp3-preview/674f508929f49d85db71a1eb5f7a852ad26adf62?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:2MUwM6lOwmzM8SD3FNKDOp,4,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,https://api.spotify.com/v1/tracks/2MUwM6lOwmzM8SD3FNKDOp,https://api.spotify.com/v1/audio-analysis/2MUwM6lOwmzM8SD3FNKDOp,4
single,09w7mJRYa15Uk7rtM26QfZ,The Greatest Show,2017-10-27,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,53,302146,False,https://api.spotify.com/v1/tracks/43ay9lQZ5rfNcOOHhRF2cM,43ay9lQZ5rfNcOOHhRF2cM,The Greatest Show,https://p.scdn.co/mp3-preview/a552ea2d2e4fa9e0429e3d5f4b15d6267d4aaf8e?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:43ay9lQZ5rfNcOOHhRF2cM,57,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,https://api.spotify.com/v1/tracks/43ay9lQZ5rfNcOOHhRF2cM,https://api.spotify.com/v1/audio-analysis/43ay9lQZ5rfNcOOHhRF2cM,4
