album_type,album_id,album_name,release_date,artist_name,artist_uri,artist_genres,album_popularity,duration_ms,explicit,href,track_id,track_name,preview_url,track_number,uri,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,time_signature
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,195144,True,https://api.spotify.com/v1/tracks/50msKDXOCQTf738xAI4z6p,50msKDXOCQTf738xAI4z6p,Juice,https://p.scdn.co/mp3-preview/948d39a5abc91dccba24515df22bfdddacd8df0f?cid=705aa8fce6fc4c508bab06c543baa528,15,spotify:track:50msKDXOCQTf738xAI4z6p,14,0.767,0.889,0,-2.988,1,0.0969,0.00611,0.0,0.402,0.839,119.92,https://api.spotify.com/v1/tracks/50msKDXOCQTf738xAI4z6p,https://api.spotify.com/v1/audio-analysis/50msKDXOCQTf738xAI4z6p,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,218826,False,https://api.spotify.com/v1/tracks/0JlQkJk2b7o0m5zMzgae4p,0JlQkJk2b7o0m5zMzgae4p,Temporary Love,https://p.scdn.co/mp3-preview/5d884e4441be86423f0904984eb988c7f1cfcabb?cid=705aa8fce6fc4c508bab06c543baa528,16,spotify:track:0JlQkJk2b7o0m5zMzgae4p,8,0.633,0.505,0,-7.753,0,0.0343,0.503,1.71e-06,0.116,0.135,89.04,https://api.spotify.com/v1/tracks/0JlQkJk2b7o0m5zMzgae4p,https://api.spotify.com/v1/audio-analysis/0JlQkJk2b7o0m5zMzgae4p,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,175160,True,https://api.spotify.com/v1/tracks/0evXj4Iji4isiLavNPbgeK,0evXj4Iji4isiLavNPbgeK,How to Be Lonely,https://p.scdn.co/mp3-preview/ac688d85d0968b34d4fe680738fbade126497dbe?cid=705aa8fce6fc4c508bab06c543baa528,17,spotify:track:0evXj4Iji4isiLavNPbgeK,4,0.532,0.721,7,-3.181,1,0.0521,0.0331,0.0,0.195,0.511,81.74,https://api.spotify.com/v1/tracks/0evXj4Iji4isiLavNPbgeK,https://api.spotify.com/v1/audio-analysis/0evXj4Iji4isiLavNPbgeK,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,207600,False,https://api.spotify.com/v1/tracks/3n2mcT1tnjZCa0VTqhvVYy,3n2mcT1tnjZCa0VTqhvVYy,Spinning Around,https://p.scdn.co/mp3-preview/fe8592242eb2cfd5c1b68bea0d720bc69d7a3999?cid=705aa8fce6fc4c508bab06c543baa528,18,spotify:track:3n2mcT1tnjZCa0VTqhvVYy,5,0.762,0.665,6,-7.623,0,0.0559,0.308,5.86e-05,0.0803,0.636,120.057,https://api.spotify.com/v1/tracks/3n2mcT1tnjZCa0VTqhvVYy,https://api.spotify.com/v1/audio-analysis/3n2mcT1tnjZCa0VTqhvVYy,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,227600,False,https://api.spotify.com/v1/tracks/708dSIAi2pSMkRZeWvIQFd,708dSIAi2pSMkRZeWvIQFd,Take On Me,https://p.scdn.co/mp3-preview/fff357ad609f2fca905a1bb0325d7af9dcde5975?cid=705aa8fce6fc4c508bab06c543baa528,19,spotify:track:708dSIAi2pSMkRZeWvIQFd,7,0.535,0.913,6,-6.874,0,0.047,0.0107,0.00126,0.0861,0.811,169.197,https://api.spotify.com/v1/tracks/708dSIAi2pSMkRZeWvIQFd,https://api.spotify.com/v1/audio-analysis/708dSIAi2pSMkRZeWvIQFd,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,268560,False,https://api.spotify.com/v1/tracks/31VRPUFgghPQ8uLgDlxkWW,31VRPUFgghPQ8uLgDlxkWW,Love Changes (Everything),https://p.scdn.co/mp3-preview/2ebabcb4d8446806b04ad1604337e75feb5c8930?cid=705aa8fce6fc4c508bab06c543baa528,20,spotify:track:31VRPUFgghPQ8uLgDlxkWW,3,0.615,0.632,5,-14.082,1,0.0262,0.257,1.33e-05,0.178,0.87,111.159,https://api.spotify.com/v1/tracks/31VRPUFgghPQ8uLgDlxkWW,https://api.spotify.com/v1/audio-analysis/31VRPUFgghPQ8uLgDlxkWW,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,201013,False,https://api.spotify.com/v1/tracks/4Zpw8qQZBdasy6bcHPcRHW,4Zpw8qQZBdasy6bcHPcRHW,To Cut a Long Story Short,https://p.scdn.co/mp3-preview/9287c5070bc7d2fb9c3f4ada678fdea5f65a2462?cid=705aa8fce6fc4c508bab06c543baa528,21,spotify:track:4Zpw8qQZBdasy6bcHPcRHW,3,0.716,0.86,2,-7.807,1,0.046,0.00917,0.839,0.251,0.958,142.168,https://api.spotify.com/v1/tracks/4Zpw8qQZBdasy6bcHPcRHW,https://api.spotify.com/v1/audio-analysis/4Zpw8qQZBdasy6bcHPcRHW,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,218880,False,https://api.spotify.com/v1/tracks/6rwpyantKPlRS5r6KRrEvU,6rwpyantKPlRS5r6KRrEvU,I Feel for You,https://p.scdn.co/mp3-preview/f3c9147916f8488f8ebede4fd486d1be2c8014fd?cid=705aa8fce6fc4c508bab06c543baa528,22,spotify:track:6rwpyantKPlRS5r6KRrEvU,24,0.794,0.925,11,-3.776,1,0.0625,0.0118,0.32,0.197,0.924,124.881,https://api.spotify.com/v1/tracks/6rwpyantKPlRS5r6KRrEvU,https://api.spotify.com/v1/audio-analysis/6rwpyantKPlRS5r6KRrEvU,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,192133,False,https://api.spotify.com/v1/tracks/4Q3uIgOOODxEwvBmo2LGVm,4Q3uIgOOODxEwvBmo2LGVm,High Hopes,https://p.scdn.co/mp3-preview/8b4293f824fcb476272a783fc13530d93786aa26?cid=705aa8fce6fc4c508bab06c543baa528,23,spotify:track:4Q3uIgOOODxEwvBmo2LGVm,21,0.519,0.908,5,-2.733,1,0.0668,0.221,0.0,0.0673,0.703,164.061,https://api.spotify.com/v1/tracks/4Q3uIgOOODxEwvBmo2LGVm,https://api.spotify.com/v1/audio-analysis/4Q3uIgOOODxEwvBmo2LGVm,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,162585,False,https://api.spotify.com/v1/tracks/6VCJeHzu1QObmQucJDEKTS,6VCJeHzu1QObmQucJDEKTS,Boys,https://p.scdn.co/mp3-preview/9ee88b868e1981d7e61aac5dae43ea6605e7a968?cid=705aa8fce6fc4c508bab06c543baa528,24,spotify:track:6VCJeHzu1QObmQucJDEKTS,5,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,https://api.spotify.com/v1/tracks/6VCJeHzu1QObmQucJDEKTS,https://api.spotify.com/v1/audio-analysis/6VCJeHzu1QObmQucJDEKTS,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,246250,False,https://api.spotify.com/v1/tracks/4g6qxbZK5dDUsSm31Ib7tX,4g6qxbZK5dDUsSm31Ib7tX,Sweet Tooth,https://p.scdn.co/mp3-preview/d38e336bcfc5028faa427059c80a688dc6a7700d?cid=705aa8fce6fc4c508bab06c543baa528,25,spotify:track:4g6qxbZK5dDUsSm31Ib7tX,12,0.572,0.31,0,-13.208,1,0.0318,0.255,1.97e-06,0.112,0.241,139.715,https://api.spotify.com/v1/tracks/4g6qxbZK5dDUsSm31Ib7tX,https://api.spotify.com/v1/audio-analysis/4g6qxbZK5dDUsSm31Ib7tX,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,217565,False,https://api.spotify.com/v1/tracks/0yBEvzExS9SzkwnffDyFf2,0yBEvzExS9SzkwnffDyFf2,Naked Alone,https://p.scdn.co/mp3-preview/95a45f061627dce7f3ad77594f005dfe5392161d?cid=705aa8fce6fc4c508bab06c543baa528,26,spotify:track:0yBEvzExS9SzkwnffDyFf2,3,0.9,0.527,7,-5.445,1,0.0449,0.0291,0.000571,0.31,0.703,104.978,https://api.spotify.com/v1/tracks/0yBEvzExS9SzkwnffDyFf2,https://api.spotify.com/v1/audio-analysis/0yBEvzExS9SzkwnffDyFf2,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,204506,False,https://api.spotify.com/v1/tracks/5kqW0lFioFSzJiQqMo1Gx2,5kqW0lFioFSzJiQqMo1Gx2,All the Lovers,https://p.scdn.co/mp3-preview/6b8430f30398b19b0f8e2874b353e844d7324aec?cid=705aa8fce6fc4c508bab06c543baa528,27,spotify:track:5kqW0lFioFSzJiQqMo1Gx2,3,0.529,0.544,0,-8.647,1,0.0322,0.0132,1.53e-05,0.11,0.164,121.991,https://api.spotify.com/v1/tracks/5kqW0lFioFSzJiQqMo1Gx2,https://api.spotify.com/v1/audio-analysis/5kqW0lFioFSzJiQqMo1Gx2,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,165613,False,https://api.spotify.com/v1/tracks/2MOX09tfDMckpPbIqJ2sb8,2MOX09tfDMckpPbIqJ2sb8,I'm a Believer,https://p.scdn.co/mp3-preview/cac75edfe8711bf3e41a206ea8262b6725b20e00?cid=705aa8fce6fc4c508bab06c543baa528,28,spotify:track:2MOX09tfDMckpPbIqJ2sb8,5,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,https://api.spotify.com/v1/tracks/2MOX09tfDMckpPbIqJ2sb8,https://api.spotify.com/v1/audio-analysis/2MOX09tfDMckpPbIqJ2sb8,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,216773,False,https://api.spotify.com/v1/tracks/6Tt7w0E7VxZ2q5IAvIk7mB,6Tt7w0E7VxZ2q5IAvIk7mB,I Say a Little Prayer,https://p.scdn.co/mp3-preview/d193d9385f3bb20e5ab6b272c4b21ab20d44d039?cid=705aa8fce6fc4c508bab06c543baa528,29,spotify:track:6Tt7w0E7VxZ2q5IAvIk7mB,4,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,https://api.spotify.com/v1/tracks/6Tt7w0E7VxZ2q5IAvIk7mB,https://api.spotify.com/v1/audio-analysis/6Tt7w0E7VxZ2q5IAvIk7mB,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,173693,False,https://api.spotify.com/v1/tracks/6gfefRHaq1EOVqY90sU6WW,6gfefRHaq1EOVqY90sU6WW,La Bamba,https://p.scdn.co/mp3-preview/5a378d8b111d85b0e6beceaa68bd9b113a123aa3?cid=705aa8fce6fc4c508bab06c543baa528,30,spotify:track:6gfefRHaq1EOVqY90sU6WW,4,0.489,0.922,0,-5.792,1,0.0635,0.0909,0.000396,0.115,0.884,156.228,https://api.spotify.com/v1/tracks/6gfefRHaq1EOVqY90sU6WW,https://api.spotify.com/v1/audio-analysis/6gfefRHaq1EOVqY90sU6WW,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,268746,False,https://api.spotify.com/v1/tracks/64047s5EyEcoLrZxbaaMRU,64047s5EyEcoLrZxbaaMRU,Pure Shores,https://p.scdn.co/mp3-preview/641e6c5820c1b52f73064806ab0273b44e03ae44?cid=705aa8fce6fc4c508bab06c543baa528,31,spotify:track:64047s5EyEcoLrZxbaaMRU,3,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.000408,0.0696,0.407,100.621,https://api.spotify.com/v1/tracks/64047s5EyEcoLrZxbaaMRU,https://api.spotify.com/v1/audio-analysis/64047s5EyEcoLrZxbaaMRU,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,212640,False,https://api.spotify.com/v1/tracks/74SUscee67UAz5I4Dxhcjm,74SUscee67UAz5I4Dxhcjm,Euphoria,https://p.scdn.co/mp3-preview/d3a73e1d39ecac0d2f496dc17737122b72604099?cid=705aa8fce6fc4c508bab06c543baa528,32,spotify:track:74SUscee67UAz5I4Dxhcjm,5,0.476,0.665,11,-5.479,0,0.0356,0.1,0.000111,0.0513,0.102,132.131,https://api.spotify.com/v1/tracks/74SUscee67UAz5I4Dxhcjm,https://api.spotify.com/v1/audio-analysis/74SUscee67UAz5I4Dxhcjm,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,198466,False,https://api.spotify.com/v1/tracks/2jNvz8huC1LKMQ5rDAA4gD,2jNvz8huC1LKMQ5rDAA4gD,In Your Eyes,https://p.scdn.co/mp3-preview/adff6e7801450c586f6cdd13641840640a5ba9ff?cid=705aa8fce6fc4c508bab06c543baa528,33,spotify:track:2jNvz8huC1LKMQ5rDAA4gD,5,0.687,0.908,6,-6.377,0,0.0606,0.117,7.44e-05,0.0558,0.691,123.991,https://api.spotify.com/v1/tracks/2jNvz8huC1LKMQ5rDAA4gD,https://api.spotify.com/v1/audio-analysis/2jNvz8huC1LKMQ5rDAA4gD,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,235493,False,https://api.spotify.com/v1/tracks/40hLbfjog0uw96qMD46k94,40hLbfjog0uw96qMD46k94,Walking In Memphis,https://p.scdn.co/mp3-preview/5a6397a58066478143079b34942c2dba82f3ef86?cid=705aa8fce6fc4c508bab06c543baa528,34,spotify:track:40hLbfjog0uw96qMD46k94,4,0.697,0.679,2,-7.363,1,0.0305,0.587,0.0,0.165,0.527,128.986,https://api.spotify.com/v1/tracks/40hLbfjog0uw96qMD46k94,https://api.spotify.com/v1/audio-analysis/40hLbfjog0uw96qMD46k94,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,403200,False,https://api.spotify.com/v1/tracks/6u2pxo06IqzFsgvZiZmq0B,6u2pxo06IqzFsgvZiZmq0B,Everybody Dance,https://p.scdn.co/mp3-preview/968c53966fa41bbce2cadbd89fe38aea87e39244?cid=705aa8fce6fc4c508bab06c543baa528,35,spotify:track:6u2pxo06IqzFsgvZiZmq0B,3,0.727,0.568,0,-15.633,0,0.0571,0.114,0.00296,0.101,0.936,129.658,https://api.spotify.com/v1/tracks/6u2pxo06IqzFsgvZiZmq0B,https://api.spotify.com/v1/audio-analysis/6u2pxo06IqzFsgvZiZmq0B,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,231786,False,https://api.spotify.com/v1/tracks/4SFplZj8BJ8yMRn3MLFhMF,4SFplZj8BJ8yMRn3MLFhMF,Groove Is In the Heart,https://p.scdn.co/mp3-preview/2e111c5a346b304de75c0b5e8adeaa4dbc6f3151?cid=705aa8fce6fc4c508bab06c543baa528,36,spotify:track:4SFplZj8BJ8yMRn3MLFhMF,4,0.695,0.882,1,-4.053,0,0.0699,0.015,0.0205,0.0851,0.931,121.549,https://api.spotify.com/v1/tracks/4SFplZj8BJ8yMRn3MLFhMF,https://api.spotify.com/v1/audio-analysis/4SFplZj8BJ8yMRn3MLFhMF,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,227833,False,https://api.spotify.com/v1/tracks/42PtOgij3Yw1Ff1uKKTSaV,42PtOgij3Yw1Ff1uKKTSaV,Rather Be - Jack Patterson & Wez Clarke Remix,https://p.scdn.co/mp3-preview/893f8173805ed3008cf0dc7c0d7966f3aff7b526?cid=705aa8fce6fc4c508bab06c543baa528,37,spotify:track:42PtOgij3Yw1Ff1uKKTSaV,5,0.799,0.587,11,-6.735,1,0.0378,0.163,2.24e-06,0.193,0.55,120.97,https://api.spotify.com/v1/tracks/42PtOgij3Yw1Ff1uKKTSaV,https://api.spotify.com/v1/audio-analysis/42PtOgij3Yw1Ff1uKKTSaV,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,209320,False,https://api.spotify.com/v1/tracks/6YZO5iyOwQwELLsnUxiVHM,6YZO5iyOwQwELLsnUxiVHM,New Rules,https://p.scdn.co/mp3-preview/7081b57c3c208008cd0cd63abc1b1afc6d54d82d?cid=705aa8fce6fc4c508bab06c543baa528,38,spotify:track:6YZO5iyOwQwELLsnUxiVHM,24,0.762,0.7,9,-6.021,0,0.0694,0.00265,1.55e-05,0.153,0.608,116.078,https://api.spotify.com/v1/tracks/6YZO5iyOwQwELLsnUxiVHM,https://api.spotify.com/v1/audio-analysis/6YZO5iyOwQwELLsnUxiVHM,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,195984,False,https://api.spotify.com/v1/tracks/415IvZ766UhPdqQ3yIymRk,415IvZ766UhPdqQ3yIymRk,Do It Right,https://p.scdn.co/mp3-preview/16daa157a70d0a812ac105dba5115ace10e3b0d4?cid=705aa8fce6fc4c508bab06c543baa528,39,spotify:track:415IvZ766UhPdqQ3yIymRk,16,0.644,0.645,3,-8.567,0,0.162,0.0123,1.66e-06,0.121,0.74,130.008,https://api.spotify.com/v1/tracks/415IvZ766UhPdqQ3yIymRk,https://api.spotify.com/v1/audio-analysis/415IvZ766UhPdqQ3yIymRk,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,304786,False,https://api.spotify.com/v1/tracks/3qo5gcNq7KHhIXknbuH4lf,3qo5gcNq7KHhIXknbuH4lf,I Want to Know What Love Is,https://p.scdn.co/mp3-preview/1daa34cdae8f26e1442e6d7dc835a88ff06c6515?cid=705aa8fce6fc4c508bab06c543baa528,40,spotify:track:3qo5gcNq7KHhIXknbuH4lf,4,0.477,0.472,6,-10.036,1,0.0277,0.195,1.74e-06,0.131,0.424,81.204,https://api.spotify.com/v1/tracks/3qo5gcNq7KHhIXknbuH4lf,https://api.spotify.com/v1/audio-analysis/3qo5gcNq7KHhIXknbuH4lf,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,182306,False,https://api.spotify.com/v1/tracks/5RasVJ6J89VDla929MfxnD,5RasVJ6J89VDla929MfxnD,Replay,https://p.scdn.co/mp3-preview/669dc14f94771987d119faf80612d6de07388a52?cid=705aa8fce6fc4c508bab06c543baa528,41,spotify:track:5RasVJ6J89VDla929MfxnD,5,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.034,https://api.spotify.com/v1/tracks/5RasVJ6J89VDla929MfxnD,https://api.spotify.com/v1/audio-analysis/5RasVJ6J89VDla929MfxnD,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,190080,True,https://api.spotify.com/v1/tracks/4mRKF1EjsfXJLTMweAdZGJ,4mRKF1EjsfXJLTMweAdZGJ,Turn Me On,https://p.scdn.co/mp3-preview/41fb03e1cfa925d2fdff34e0db94b621dd7d5d4a?cid=705aa8fce6fc4c508bab06c543baa528,42,spotify:track:4mRKF1EjsfXJLTMweAdZGJ,4,0.688,0.764,9,-3.755,1,0.0434,0.0462,0.0,0.035,0.875,106.257,https://api.spotify.com/v1/tracks/4mRKF1EjsfXJLTMweAdZGJ,https://api.spotify.com/v1/audio-analysis/4mRKF1EjsfXJLTMweAdZGJ,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,162434,False,https://api.spotify.com/v1/tracks/64pPXa05JeRrPaCEAfhTvF,64pPXa05JeRrPaCEAfhTvF,Daughter,https://p.scdn.co/mp3-preview/e0da8a86cfd868983ccc599780a91941688610bc?cid=705aa8fce6fc4c508bab06c543baa528,43,spotify:track:64pPXa05JeRrPaCEAfhTvF,3,0.828,0.554,6,-5.851,1,0.0348,0.0655,0.0,0.102,0.33,102.019,https://api.spotify.com/v1/tracks/64pPXa05JeRrPaCEAfhTvF,https://api.spotify.com/v1/audio-analysis/64pPXa05JeRrPaCEAfhTvF,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,209438,False,https://api.spotify.com/v1/tracks/61ThJD36QyZjhMbQHrvYyL,61ThJD36QyZjhMbQHrvYyL,Dance Monkey,https://p.scdn.co/mp3-preview/372f9394f7b83941c8ac6d82cc20d7ad1363e0d1?cid=705aa8fce6fc4c508bab06c543baa528,44,spotify:track:61ThJD36QyZjhMbQHrvYyL,9,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,https://api.spotify.com/v1/tracks/61ThJD36QyZjhMbQHrvYyL,https://api.spotify.com/v1/audio-analysis/61ThJD36QyZjhMbQHrvYyL,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,228466,False,https://api.spotify.com/v1/tracks/0xbjjWTOVvUFQvQWab2TbO,0xbjjWTOVvUFQvQWab2TbO,I Follow Rivers,https://p.scdn.co/mp3-preview/748fb378bd5ce20664cec99910b6c49e2fc48823?cid=705aa8fce6fc4c508bab06c543baa528,45,spotify:track:0xbjjWTOVvUFQvQWab2TbO,20,0.598,0.534,9,-14.032,0,0.0473,0.473,0.00159,0.235,0.625,122.262,https://api.spotify.com/v1/tracks/0xbjjWTOVvUFQvQWab2TbO,https://api.spotify.com/v1/audio-analysis/0xbjjWTOVvUFQvQWab2TbO,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,223712,True,https://api.spotify.com/v1/tracks/0gyYXjJRKLNlmYMKuiWMi3,0gyYXjJRKLNlmYMKuiWMi3,Bodak Yellow,https://p.scdn.co/mp3-preview/d8334b271d5c19a2d8669445b4a997a67bfa22af?cid=705aa8fce6fc4c508bab06c543baa528,46,spotify:track:0gyYXjJRKLNlmYMKuiWMi3,9,0.927,0.704,11,-6.335,0,0.102,0.0659,0.0,0.231,0.494,125.015,https://api.spotify.com/v1/tracks/0gyYXjJRKLNlmYMKuiWMi3,https://api.spotify.com/v1/audio-analysis/0gyYXjJRKLNlmYMKuiWMi3,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,245120,False,https://api.spotify.com/v1/tracks/7xl1vV7mqobr3NUQELn105,7xl1vV7mqobr3NUQELn105,I'm Every Woman,https://p.scdn.co/mp3-preview/5059631fc0b6d4010f24804c2edc7746e5a0f679?cid=705aa8fce6fc4c508bab06c543baa528,47,spotify:track:7xl1vV7mqobr3NUQELn105,4,0.539,0.969,0,-3.713,0,0.0781,0.104,5.99e-06,0.341,0.651,114.463,https://api.spotify.com/v1/tracks/7xl1vV7mqobr3NUQELn105,https://api.spotify.com/v1/audio-analysis/7xl1vV7mqobr3NUQELn105,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,147573,False,https://api.spotify.com/v1/tracks/59ySYtBoRoIr1kR5ESh7VK,59ySYtBoRoIr1kR5ESh7VK,Respect,https://p.scdn.co/mp3-preview/69526865bf4a0240a620ac16a58a0147cb892c4b?cid=705aa8fce6fc4c508bab06c543baa528,48,spotify:track:59ySYtBoRoIr1kR5ESh7VK,6,0.805,0.561,0,-5.244,1,0.041,0.171,2.48e-05,0.0683,0.966,114.933,https://api.spotify.com/v1/tracks/59ySYtBoRoIr1kR5ESh7VK,https://api.spotify.com/v1/audio-analysis/59ySYtBoRoIr1kR5ESh7VK,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,186986,False,https://api.spotify.com/v1/tracks/1DPNrWalMe2OuqVDRjGhIj,1DPNrWalMe2OuqVDRjGhIj,2002,https://p.scdn.co/mp3-preview/389d772599e5d33ea8246539807a5eb6be857435?cid=705aa8fce6fc4c508bab06c543baa528,49,spotify:track:1DPNrWalMe2OuqVDRjGhIj,24,0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,https://api.spotify.com/v1/tracks/1DPNrWalMe2OuqVDRjGhIj,https://api.spotify.com/v1/audio-analysis/1DPNrWalMe2OuqVDRjGhIj,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,203807,False,https://api.spotify.com/v1/tracks/0JNyKDhe89gqtfiiyJh0nN,0JNyKDhe89gqtfiiyJh0nN,Levitating,https://p.scdn.co/mp3-preview/15e65d052d726b0b7dd4bbff82a02a0537e3995b?cid=705aa8fce6fc4c508bab06c543baa528,50,spotify:track:0JNyKDhe89gqtfiiyJh0nN,25,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,https://api.spotify.com/v1/tracks/0JNyKDhe89gqtfiiyJh0nN,https://api.spotify.com/v1/audio-analysis/0JNyKDhe89gqtfiiyJh0nN,4
